time,gFx,gFy,gFz,TgF
40.135000,-0.9674,-0.4402,0.5989,1.220
40.136000,-0.9601,-0.4361,0.6011,1.214
40.136000,-0.9505,-0.4314,0.6080,1.208
40.139000,-0.9437,-0.4278,0.6124,1.204
40.150000,-0.9356,-0.4275,0.6185,1.200
40.150000,-0.9271,-0.4278,0.6246,1.197
40.151000,-0.9195,-0.4283,0.6309,1.195
40.154000,-0.9120,-0.4305,0.6419,1.195
40.155000,-0.9044,-0.4344,0.6497,1.195
40.156000,-0.8966,-0.4380,0.6578,1.195
40.156000,-0.8888,-0.4410,0.6627,1.193
40.157000,-0.8817,-0.4446,0.6680,1.192
40.160000,-0.8758,-0.4478,0.6690,1.190
40.161000,-0.8700,-0.4495,0.6690,1.186
40.164000,-0.8658,-0.4522,0.6668,1.183
40.166000,-0.8612,-0.4559,0.6617,1.178
40.169000,-0.8563,-0.4571,0.6541,1.170
40.172000,-0.8534,-0.4576,0.6468,1.164
40.177000,-0.8499,-0.4568,0.6368,1.156
40.178000,-0.8473,-0.4578,0.6268,1.149
40.178000,-0.8419,-0.4559,0.6175,1.139
40.180000,-0.8353,-0.4537,0.6099,1.129
40.182000,-0.8304,-0.4522,0.6021,1.121
40.187000,-0.8245,-0.4490,0.5958,1.112
40.193000,-0.8170,-0.4493,0.5919,1.104
40.194000,-0.8072,-0.4468,0.5870,1.094
40.195000,-0.7989,-0.4490,0.5833,1.086
40.197000,-0.7918,-0.4485,0.5794,1.079
40.198000,-0.7830,-0.4515,0.5767,1.072
40.199000,-0.7762,-0.4544,0.5743,1.067
40.202000,-0.7718,-0.4581,0.5733,1.065
40.213000,-0.7669,-0.4622,0.5691,1.061
40.214000,-0.7635,-0.4659,0.5648,1.058
40.215000,-0.7594,-0.4717,0.5601,1.055
40.215000,-0.7574,-0.4771,0.5538,1.053
40.234000,-0.7535,-0.4778,0.5491,1.048
40.239000,-0.7550,-0.4810,0.5452,1.048
40.240000,-0.7557,-0.4827,0.5386,1.046
40.240000,-0.7611,-0.4827,0.5340,1.048
40.241000,-0.7640,-0.4812,0.5306,1.047
40.242000,-0.7699,-0.4798,0.5262,1.049
40.242000,-0.7789,-0.4742,0.5252,1.052
40.243000,-0.7843,-0.4703,0.5262,1.055
40.244000,-0.7938,-0.4673,0.5306,1.063
40.244000,-0.8040,-0.4632,0.5340,1.071
40.245000,-0.8155,-0.4566,0.5355,1.077
40.246000,-0.8272,-0.4517,0.5372,1.085
40.246000,-0.8390,-0.4458,0.5372,1.091
40.248000,-0.8524,-0.4368,0.5352,1.097
40.249000,-0.8639,-0.4266,0.5318,1.100
40.250000,-0.8751,-0.4165,0.5286,1.104
40.253000,-0.8853,-0.4034,0.5235,1.105
40.255000,-0.8941,-0.3882,0.5189,1.104
40.257000,-0.9032,-0.3731,0.5157,1.105
40.259000,-0.9122,-0.3570,0.5135,1.106
40.261000,-0.9178,-0.3401,0.5123,1.105
40.263000,-0.9229,-0.3228,0.5132,1.104
40.266000,-0.9278,-0.3028,0.5135,1.103
40.268000,-0.9317,-0.2832,0.5174,1.103
40.270000,-0.9334,-0.2635,0.5208,1.101
40.274000,-0.9352,-0.2444,0.5284,1.102
40.275000,-0.9349,-0.2256,0.5345,1.100
40.278000,-0.9317,-0.2088,0.5411,1.097
40.279000,-0.9261,-0.1890,0.5469,1.092
40.282000,-0.9217,-0.1721,0.5530,1.089
40.284000,-0.9203,-0.1546,0.5572,1.087
40.287000,-0.9164,-0.1389,0.5587,1.082
40.289000,-0.9110,-0.1262,0.5599,1.077
40.292000,-0.9063,-0.1140,0.5582,1.071
40.294000,-0.8976,-0.1060,0.5547,1.060
40.296000,-0.8871,-0.0969,0.5491,1.048
40.301000,-0.8739,-0.0903,0.5462,1.034
40.302000,-0.8575,-0.0862,0.5394,1.017
40.311000,-0.8377,-0.0845,0.5350,0.998
40.312000,-0.8177,-0.0828,0.5308,0.978
40.312000,-0.7977,-0.0823,0.5269,0.960
40.313000,-0.7777,-0.0877,0.5281,0.944
40.320000,-0.7576,-0.0921,0.5291,0.929
40.321000,-0.7391,-0.0989,0.5308,0.915
40.322000,-0.7205,-0.1072,0.5320,0.902
40.324000,-0.7008,-0.1162,0.5369,0.890
40.324000,-0.6800,-0.1270,0.5369,0.876
40.325000,-0.6588,-0.1362,0.5381,0.861
40.329000,-0.6395,-0.1450,0.5389,0.849
40.331000,-0.6221,-0.1536,0.5386,0.837
40.332000,-0.6036,-0.1641,0.5369,0.824
40.334000,-0.5828,-0.1719,0.5337,0.809
40.338000,-0.5633,-0.1812,0.5289,0.794
40.339000,-0.5447,-0.1900,0.5257,0.780
40.341000,-0.5298,-0.1963,0.5240,0.771
40.344000,-0.5164,-0.2041,0.5201,0.761
40.345000,-0.5057,-0.2129,0.5198,0.756
40.348000,-0.4979,-0.2217,0.5218,0.754
40.350000,-0.4913,-0.2288,0.5247,0.754
40.354000,-0.4891,-0.2393,0.5296,0.760
40.356000,-0.4874,-0.2483,0.5347,0.765
40.357000,-0.4881,-0.2574,0.5406,0.772
40.360000,-0.4898,-0.2681,0.5489,0.783
40.362000,-0.4920,-0.2779,0.5560,0.793
40.365000,-0.4974,-0.2886,0.5601,0.803
40.367000,-0.5027,-0.2986,0.5650,0.813
40.372000,-0.5132,-0.3094,0.5696,0.827
40.375000,-0.5250,-0.3218,0.5718,0.840
40.375000,-0.5391,-0.3323,0.5735,0.854
40.389000,-0.5545,-0.3428,0.5716,0.867
40.390000,-0.5713,-0.3572,0.5728,0.884
40.391000,-0.5870,-0.3675,0.5709,0.897
40.392000,-0.6041,-0.3811,0.5691,0.913
40.394000,-0.6212,-0.3929,0.5667,0.928
40.395000,-0.6385,-0.4051,0.5628,0.943
40.395000,-0.6573,-0.4163,0.5587,0.958
40.396000,-0.6785,-0.4295,0.5540,0.976
40.397000,-0.6968,-0.4424,0.5469,0.990
40.405000,-0.7137,-0.4539,0.5403,1.004
40.406000,-0.7315,-0.4637,0.5301,1.015
40.406000,-0.7491,-0.4739,0.5208,1.028
40.408000,-0.7669,-0.4839,0.5118,1.041
40.408000,-0.7865,-0.4896,0.5027,1.054
40.411000,-0.8018,-0.4944,0.4952,1.064
40.412000,-0.8158,-0.5013,0.4883,1.075
40.414000,-0.8289,-0.5064,0.4766,1.082
40.417000,-0.8380,-0.5103,0.4634,1.085
40.419000,-0.8504,-0.5145,0.4522,1.092
40.426000,-0.8575,-0.5179,0.4422,1.095
40.427000,-0.8661,-0.5201,0.4278,1.097
40.427000,-0.8756,-0.5218,0.4146,1.100
40.432000,-0.8834,-0.5230,0.3992,1.101
40.432000,-0.8902,-0.5254,0.3821,1.102
40.433000,-0.8961,-0.5279,0.3665,1.103
40.436000,-0.9007,-0.5284,0.3533,1.102
40.441000,-0.9039,-0.5274,0.3399,1.100
40.441000,-0.9056,-0.5262,0.3274,1.097
40.443000,-0.9102,-0.5220,0.3133,1.095
40.445000,-0.9122,-0.5213,0.3037,1.094
40.447000,-0.9081,-0.5189,0.2935,1.086
40.450000,-0.9054,-0.5152,0.2888,1.081
40.453000,-0.9007,-0.5123,0.2825,1.074
40.454000,-0.8941,-0.5093,0.2793,1.066
40.458000,-0.8866,-0.5076,0.2796,1.059
40.459000,-0.8778,-0.5057,0.2779,1.050
40.463000,-0.8670,-0.5030,0.2786,1.040
40.464000,-0.8551,-0.5013,0.2791,1.030
40.466000,-0.8419,-0.4979,0.2810,1.018
40.469000,-0.8270,-0.4942,0.2849,1.005
40.474000,-0.8109,-0.4918,0.2879,0.991
40.475000,-0.7943,-0.4876,0.2920,0.977
40.476000,-0.7772,-0.4847,0.2981,0.963
40.480000,-0.7586,-0.4830,0.3030,0.949
40.482000,-0.7401,-0.4783,0.3128,0.935
40.483000,-0.7247,-0.4742,0.3238,0.925
40.485000,-0.7083,-0.4693,0.3367,0.914
40.500000,-0.6937,-0.4644,0.3526,0.906
40.501000,-0.6837,-0.4593,0.3689,0.902
40.502000,-0.6727,-0.4549,0.3836,0.898
40.503000,-0.6649,-0.4478,0.4031,0.897
40.504000,-0.6561,-0.4417,0.4219,0.896
40.527000,-0.6480,-0.4332,0.4390,0.895
40.529000,-0.6419,-0.4273,0.4561,0.896
40.530000,-0.6336,-0.4212,0.4710,0.895
40.531000,-0.6248,-0.4165,0.4859,0.894
40.532000,-0.6165,-0.4114,0.4988,0.893
40.533000,-0.6080,-0.4053,0.5105,0.891
40.534000,-0.5999,-0.4014,0.5203,0.890
40.535000,-0.5931,-0.3973,0.5281,0.888
40.536000,-0.5884,-0.3938,0.5364,0.888
40.537000,-0.5867,-0.3892,0.5411,0.888
40.538000,-0.5850,-0.3858,0.5457,0.888
40.539000,-0.5840,-0.3831,0.5530,0.891
40.540000,-0.5840,-0.3809,0.5589,0.894
40.542000,-0.5838,-0.3811,0.5626,0.896
40.543000,-0.5845,-0.3787,0.5650,0.897
40.544000,-0.5823,-0.3760,0.5662,0.895
40.546000,-0.5796,-0.3753,0.5672,0.894
40.547000,-0.5792,-0.3724,0.5684,0.893
40.548000,-0.5770,-0.3726,0.5694,0.892
40.550000,-0.5767,-0.3711,0.5691,0.891
40.551000,-0.5767,-0.3721,0.5701,0.892
40.552000,-0.5765,-0.3697,0.5711,0.892
40.553000,-0.5765,-0.3699,0.5738,0.894
40.555000,-0.5779,-0.3692,0.5713,0.893
40.556000,-0.5789,-0.3706,0.5694,0.893
40.561000,-0.5818,-0.3738,0.5696,0.896
40.562000,-0.5865,-0.3738,0.5652,0.896
40.563000,-0.5875,-0.3731,0.5616,0.894
40.565000,-0.5926,-0.3724,0.5577,0.895
40.568000,-0.5972,-0.3728,0.5523,0.895
40.570000,-0.6011,-0.3731,0.5472,0.894
40.575000,-0.6031,-0.3750,0.5396,0.892
40.576000,-0.6092,-0.3750,0.5318,0.891
40.579000,-0.6151,-0.3753,0.5247,0.891
40.579000,-0.6204,-0.3748,0.5176,0.891
40.582000,-0.6275,-0.3782,0.5118,0.894
40.585000,-0.6361,-0.3797,0.5057,0.897
40.587000,-0.6434,-0.3787,0.5003,0.899
40.599000,-0.6500,-0.3794,0.4976,0.902
40.601000,-0.6553,-0.3780,0.4971,0.905
40.601000,-0.6636,-0.3765,0.4957,0.910
40.602000,-0.6695,-0.3746,0.4949,0.913
40.602000,-0.6763,-0.3714,0.4964,0.917
40.603000,-0.6822,-0.3714,0.4986,0.923
40.605000,-0.6912,-0.3726,0.4998,0.931
40.631000,-0.6954,-0.3694,0.5020,0.934
40.633000,-0.7005,-0.3672,0.5042,0.938
40.635000,-0.7054,-0.3665,0.5049,0.942
40.655000,-0.7108,-0.3665,0.5047,0.946
40.657000,-0.7156,-0.3655,0.5086,0.951
40.658000,-0.7178,-0.3619,0.5098,0.952
40.658000,-0.7176,-0.3599,0.5118,0.952
40.659000,-0.7183,-0.3611,0.5152,0.955
40.660000,-0.7193,-0.3599,0.5181,0.957
40.661000,-0.7169,-0.3592,0.5223,0.957
40.662000,-0.7149,-0.3587,0.5257,0.957
40.663000,-0.7135,-0.3597,0.5286,0.958
40.663000,-0.7098,-0.3599,0.5320,0.957
40.664000,-0.7047,-0.3599,0.5335,0.954
40.665000,-0.6983,-0.3616,0.5340,0.951
40.666000,-0.6942,-0.3636,0.5374,0.950
40.666000,-0.6903,-0.3653,0.5377,0.948
40.667000,-0.6856,-0.3670,0.5381,0.946
40.668000,-0.6793,-0.3684,0.5398,0.943
40.669000,-0.6727,-0.3692,0.5394,0.938
40.670000,-0.6673,-0.3677,0.5398,0.934
40.671000,-0.6622,-0.3704,0.5413,0.932
40.672000,-0.6556,-0.3689,0.5406,0.926
40.672000,-0.6470,-0.3692,0.5418,0.921
40.673000,-0.6363,-0.3692,0.5420,0.914
40.673000,-0.6268,-0.3694,0.5406,0.906
40.674000,-0.6158,-0.3687,0.5401,0.898
40.674000,-0.6080,-0.3699,0.5374,0.892
40.675000,-0.5987,-0.3684,0.5333,0.882
40.675000,-0.5904,-0.3682,0.5281,0.874
40.678000,-0.5838,-0.3660,0.5225,0.865
40.680000,-0.5804,-0.3643,0.5171,0.858
40.681000,-0.5753,-0.3611,0.5130,0.851
40.683000,-0.5731,-0.3584,0.5093,0.846
40.686000,-0.5709,-0.3562,0.5044,0.841
40.689000,-0.5718,-0.3536,0.5027,0.839
40.691000,-0.5743,-0.3516,0.5032,0.841
40.693000,-0.5777,-0.3514,0.5047,0.844
40.696000,-0.5811,-0.3494,0.5071,0.847
40.698000,-0.5831,-0.3467,0.5093,0.848
40.700000,-0.5836,-0.3482,0.5125,0.851
40.702000,-0.5843,-0.3504,0.5154,0.854
40.710000,-0.5823,-0.3526,0.5162,0.854
40.711000,-0.5799,-0.3531,0.5157,0.853
40.711000,-0.5770,-0.3555,0.5167,0.852
40.713000,-0.5762,-0.3609,0.5196,0.856
40.715000,-0.5762,-0.3633,0.5196,0.857
40.717000,-0.5767,-0.3655,0.5203,0.858
40.719000,-0.5755,-0.3665,0.5228,0.860
40.725000,-0.5748,-0.3689,0.5230,0.860
40.726000,-0.5738,-0.3711,0.5247,0.862
40.726000,-0.5782,-0.3743,0.5289,0.868
40.729000,-0.5833,-0.3755,0.5333,0.875
40.731000,-0.5921,-0.3738,0.5386,0.883
40.733000,-0.6006,-0.3741,0.5464,0.894
40.735000,-0.6111,-0.3733,0.5511,0.904
40.738000,-0.6216,-0.3724,0.5584,0.915
40.744000,-0.6297,-0.3692,0.5657,0.924
40.745000,-0.6365,-0.3677,0.5716,0.931
40.746000,-0.6478,-0.3650,0.5782,0.942
40.748000,-0.6563,-0.3621,0.5840,0.950
40.750000,-0.6678,-0.3594,0.5882,0.960
40.752000,-0.6805,-0.3584,0.5928,0.971
40.758000,-0.6925,-0.3543,0.5960,0.980
40.759000,-0.7059,-0.3533,0.5989,0.991
40.759000,-0.7205,-0.3511,0.6036,1.003
40.762000,-0.7345,-0.3489,0.6085,1.016
40.764000,-0.7484,-0.3489,0.6104,1.027
40.766000,-0.7603,-0.3465,0.6148,1.037
40.769000,-0.7730,-0.3460,0.6175,1.048
40.771000,-0.7850,-0.3448,0.6207,1.058
40.775000,-0.7977,-0.3445,0.6234,1.069
40.776000,-0.8087,-0.3443,0.6221,1.077
40.779000,-0.8182,-0.3423,0.6241,1.084
40.781000,-0.8250,-0.3435,0.6251,1.091
40.783000,-0.8287,-0.3443,0.6258,1.094
40.785000,-0.8324,-0.3455,0.6275,1.098
40.788000,-0.8348,-0.3453,0.6299,1.101
40.799000,-0.8419,-0.3477,0.6329,1.109
40.800000,-0.8497,-0.3482,0.6346,1.116
40.801000,-0.8538,-0.3504,0.6363,1.121
40.802000,-0.8553,-0.3511,0.6387,1.124
40.802000,-0.8560,-0.3523,0.6439,1.128
40.819000,-0.8563,-0.3521,0.6456,1.129
40.820000,-0.8580,-0.3514,0.6490,1.132
40.821000,-0.8619,-0.3494,0.6497,1.135
40.822000,-0.8668,-0.3492,0.6541,1.141
40.823000,-0.8670,-0.3523,0.6568,1.143
40.825000,-0.8658,-0.3562,0.6629,1.147
40.826000,-0.8624,-0.3621,0.6678,1.149
40.827000,-0.8573,-0.3682,0.6761,1.152
40.828000,-0.8507,-0.3724,0.6817,1.152
40.829000,-0.8453,-0.3804,0.6868,1.154
40.830000,-0.8387,-0.3877,0.6925,1.155
40.831000,-0.8328,-0.3987,0.6978,1.157
40.833000,-0.8263,-0.4100,0.7000,1.158
40.834000,-0.8223,-0.4217,0.6993,1.159
40.835000,-0.8165,-0.4314,0.6966,1.157
40.838000,-0.8143,-0.4400,0.6912,1.155
40.842000,-0.8126,-0.4478,0.6842,1.153
40.843000,-0.8097,-0.4571,0.6778,1.151
40.844000,-0.8057,-0.4642,0.6697,1.146
40.846000,-0.8072,-0.4717,0.6619,1.146
40.856000,-0.8077,-0.4795,0.6553,1.145
40.857000,-0.8116,-0.4886,0.6495,1.149
40.857000,-0.8187,-0.4966,0.6470,1.156
40.859000,-0.8241,-0.5066,0.6461,1.163
40.860000,-0.8341,-0.5162,0.6444,1.174
40.862000,-0.8431,-0.5279,0.6470,1.187
40.863000,-0.8553,-0.5379,0.6458,1.199
40.866000,-0.8653,-0.5460,0.6456,1.210
40.868000,-0.8773,-0.5545,0.6461,1.222
40.871000,-0.8883,-0.5618,0.6475,1.234
40.874000,-0.9022,-0.5665,0.6470,1.246
40.875000,-0.9186,-0.5726,0.6419,1.258
40.878000,-0.9356,-0.5750,0.6390,1.271
40.880000,-0.9525,-0.5762,0.6343,1.281
40.882000,-0.9671,-0.5755,0.6299,1.290
40.884000,-0.9828,-0.5728,0.6234,1.297
40.887000,-0.9918,-0.5689,0.6190,1.300
40.895000,-1.0038,-0.5618,0.6111,1.303
40.896000,-1.0145,-0.5557,0.6082,1.307
40.897000,-1.0265,-0.5467,0.6016,1.309
40.897000,-1.0392,-0.5372,0.5977,1.314
40.900000,-1.0492,-0.5264,0.5914,1.314
40.902000,-1.0567,-0.5149,0.5843,1.313
40.903000,-1.0636,-0.5013,0.5821,1.312
40.914000,-1.0690,-0.4888,0.5799,1.311
40.916000,-1.0724,-0.4715,0.5762,1.305
40.917000,-1.0763,-0.4517,0.5726,1.300
40.918000,-1.0785,-0.4334,0.5694,1.294
40.920000,-1.0768,-0.4141,0.5650,1.285
40.921000,-1.0748,-0.3943,0.5611,1.275
40.923000,-1.0690,-0.3736,0.5540,1.261
40.924000,-1.0611,-0.3526,0.5482,1.245
40.926000,-1.0516,-0.3313,0.5391,1.227
40.928000,-1.0423,-0.3094,0.5279,1.209
40.932000,-1.0304,-0.2876,0.5154,1.187
40.934000,-1.0143,-0.2686,0.5054,1.165
40.936000,-0.9984,-0.2495,0.4969,1.143
40.938000,-0.9886,-0.2351,0.4910,1.129
40.940000,-0.9708,-0.2212,0.4834,1.107
40.944000,-0.9559,-0.2127,0.4773,1.089
40.945000,-0.9395,-0.2071,0.4742,1.073
40.946000,-0.9225,-0.2051,0.4729,1.057
40.949000,-0.9061,-0.2083,0.4708,1.042
40.951000,-0.8866,-0.2112,0.4708,1.026
40.954000,-0.8683,-0.2151,0.4700,1.010
40.960000,-0.8509,-0.2234,0.4686,0.997
40.962000,-0.8311,-0.2295,0.4634,0.979
40.963000,-0.8104,-0.2339,0.4620,0.962
40.963000,-0.7909,-0.2417,0.4583,0.945
40.966000,-0.7740,-0.2471,0.4527,0.930
40.967000,-0.7579,-0.2512,0.4498,0.916
40.970000,-0.7469,-0.2556,0.4480,0.908
40.972000,-0.7357,-0.2608,0.4446,0.898
40.975000,-0.7313,-0.2654,0.4473,0.897
40.977000,-0.7266,-0.2722,0.4502,0.897
40.980000,-0.7220,-0.2791,0.4541,0.897
40.982000,-0.7196,-0.2854,0.4610,0.901
40.985000,-0.7183,-0.2940,0.4681,0.906
40.986000,-0.7164,-0.3006,0.4773,0.912
40.993000,-0.7174,-0.3084,0.4878,0.921
40.995000,-0.7186,-0.3199,0.4959,0.930
40.996000,-0.7186,-0.3306,0.5040,0.938
40.998000,-0.7230,-0.3416,0.5162,0.952
40.999000,-0.7276,-0.3499,0.5289,0.965
41.001000,-0.7318,-0.3582,0.5398,0.977
41.003000,-0.7374,-0.3662,0.5508,0.991
41.005000,-0.7410,-0.3728,0.5648,1.004
41.014000,-0.7447,-0.3792,0.5777,1.016
41.015000,-0.7489,-0.3850,0.5894,1.028
41.016000,-0.7552,-0.3916,0.6002,1.041
41.017000,-0.7581,-0.3955,0.6102,1.050
41.020000,-0.7633,-0.3990,0.6187,1.060
41.020000,-0.7684,-0.4009,0.6265,1.069
41.023000,-0.7733,-0.4026,0.6326,1.077
41.032000,-0.7791,-0.4048,0.6368,1.085
41.032000,-0.7850,-0.4043,0.6382,1.090
41.033000,-0.7887,-0.4043,0.6387,1.092
41.033000,-0.7911,-0.3997,0.6324,1.089
41.033000,-0.7982,-0.3951,0.6258,1.088
41.035000,-0.8050,-0.3902,0.6187,1.088
41.038000,-0.8133,-0.3887,0.6070,1.087
41.041000,-0.8206,-0.3841,0.5931,1.083
41.045000,-0.8302,-0.3794,0.5796,1.081
41.045000,-0.8397,-0.3748,0.5643,1.079
41.048000,-0.8487,-0.3702,0.5503,1.077
41.050000,-0.8573,-0.3658,0.5350,1.075
41.052000,-0.8614,-0.3592,0.5176,1.067
41.054000,-0.8653,-0.3523,0.5015,1.060
41.058000,-0.8668,-0.3489,0.4888,1.055
41.059000,-0.8665,-0.3431,0.4751,1.046
41.062000,-0.8639,-0.3362,0.4627,1.036
41.064000,-0.8600,-0.3291,0.4517,1.026
41.067000,-0.8563,-0.3240,0.4407,1.016
41.069000,-0.8526,-0.3189,0.4305,1.007
41.071000,-0.8465,-0.3138,0.4236,0.997
41.075000,-0.8404,-0.3113,0.4170,0.989
41.078000,-0.8316,-0.3086,0.4117,0.978
41.079000,-0.8202,-0.3062,0.4031,0.964
41.081000,-0.8106,-0.3035,0.3995,0.953
41.084000,-0.7977,-0.3006,0.3924,0.938
41.094000,-0.7850,-0.2991,0.3882,0.925
41.094000,-0.7703,-0.2964,0.3811,0.909
41.095000,-0.7562,-0.2940,0.3736,0.893
41.095000,-0.7420,-0.2918,0.3675,0.878
41.096000,-0.7276,-0.2910,0.3633,0.864
41.099000,-0.7132,-0.2896,0.3604,0.850
41.101000,-0.7025,-0.2871,0.3594,0.840
41.102000,-0.6922,-0.2864,0.3594,0.831
41.104000,-0.6827,-0.2857,0.3638,0.825
41.114000,-0.6739,-0.2852,0.3658,0.818
41.115000,-0.6671,-0.2842,0.3733,0.816
41.115000,-0.6614,-0.2842,0.3829,0.815
41.116000,-0.6561,-0.2830,0.3919,0.815
41.122000,-0.6536,-0.2825,0.4034,0.818
41.122000,-0.6497,-0.2796,0.4141,0.820
41.122000,-0.6424,-0.2764,0.4248,0.818
41.130000,-0.6382,-0.2752,0.4363,0.821
41.130000,-0.6363,-0.2720,0.4468,0.824
41.131000,-0.6329,-0.2691,0.4571,0.826
41.131000,-0.6280,-0.2688,0.4678,0.828
41.132000,-0.6248,-0.2657,0.4781,0.830
41.135000,-0.6229,-0.2652,0.4878,0.834
41.137000,-0.6204,-0.2637,0.4944,0.836
41.140000,-0.6182,-0.2627,0.4979,0.836
41.143000,-0.6182,-0.2639,0.5035,0.840
41.145000,-0.6194,-0.2639,0.5076,0.843
41.147000,-0.6212,-0.2659,0.5091,0.846
41.149000,-0.6268,-0.2666,0.5086,0.850
41.152000,-0.6307,-0.2659,0.5091,0.853
41.154000,-0.6385,-0.2681,0.5074,0.858
41.156000,-0.6448,-0.2674,0.5030,0.860
41.160000,-0.6492,-0.2686,0.4993,0.862
41.161000,-0.6573,-0.2693,0.4966,0.867
41.163000,-0.6673,-0.2703,0.4920,0.872
41.166000,-0.6780,-0.2703,0.4915,0.880
41.168000,-0.6910,-0.2727,0.4893,0.890
41.171000,-0.7030,-0.2735,0.4852,0.897
41.173000,-0.7152,-0.2766,0.4810,0.905
41.177000,-0.7291,-0.2798,0.4737,0.913
41.180000,-0.7410,-0.2837,0.4678,0.921
41.182000,-0.7540,-0.2854,0.4595,0.928
41.183000,-0.7684,-0.2869,0.4524,0.937
41.184000,-0.7786,-0.2891,0.4434,0.942
41.188000,-0.7857,-0.2903,0.4349,0.944
41.189000,-0.7935,-0.2898,0.4236,0.945
41.207000,-0.7996,-0.2910,0.4134,0.946
41.209000,-0.8038,-0.2940,0.4048,0.947
41.211000,-0.8072,-0.2979,0.3943,0.946
41.215000,-0.8109,-0.2996,0.3875,0.947
41.216000,-0.8133,-0.3045,0.3802,0.948
41.218000,-0.8160,-0.3062,0.3753,0.949
41.218000,-0.8199,-0.3076,0.3711,0.951
41.219000,-0.8209,-0.3086,0.3689,0.951
41.219000,-0.8231,-0.3103,0.3658,0.953
41.219000,-0.8228,-0.3123,0.3670,0.954
41.220000,-0.8231,-0.3125,0.3667,0.954
41.220000,-0.8209,-0.3135,0.3677,0.953
41.221000,-0.8172,-0.3164,0.3692,0.951
41.229000,-0.8133,-0.3208,0.3684,0.949
41.230000,-0.8097,-0.3252,0.3684,0.947
41.231000,-0.8045,-0.3279,0.3682,0.944
41.232000,-0.7965,-0.3291,0.3658,0.936
41.233000,-0.7901,-0.3313,0.3662,0.932
41.235000,-0.7796,-0.3306,0.3689,0.924
41.237000,-0.7699,-0.3333,0.3733,0.918
41.239000,-0.7608,-0.3326,0.3770,0.912
41.242000,-0.7501,-0.3350,0.3833,0.907
41.243000,-0.7423,-0.3350,0.3916,0.904
41.247000,-0.7364,-0.3335,0.4009,0.902
41.249000,-0.7332,-0.3330,0.4117,0.904
41.251000,-0.7340,-0.3316,0.4246,0.910
41.253000,-0.7320,-0.3306,0.4385,0.915
41.255000,-0.7320,-0.3294,0.4541,0.922
41.259000,-0.7310,-0.3291,0.4651,0.927
41.260000,-0.7320,-0.3294,0.4773,0.934
41.263000,-0.7342,-0.3284,0.4844,0.939
41.265000,-0.7381,-0.3286,0.4913,0.946
41.267000,-0.7401,-0.3291,0.4979,0.951
41.270000,-0.7398,-0.3282,0.5040,0.953
41.272000,-0.7398,-0.3250,0.5074,0.954
41.277000,-0.7364,-0.3230,0.5093,0.952
41.280000,-0.7337,-0.3230,0.5101,0.950
41.281000,-0.7303,-0.3240,0.5103,0.948
41.282000,-0.7266,-0.3243,0.5084,0.944
41.285000,-0.7281,-0.3235,0.5084,0.945
41.287000,-0.7288,-0.3240,0.5066,0.945
41.289000,-0.7281,-0.3228,0.5047,0.943
41.294000,-0.7279,-0.3245,0.5047,0.943
41.295000,-0.7254,-0.3238,0.5052,0.941
41.296000,-0.7242,-0.3243,0.5103,0.943
41.299000,-0.7198,-0.3245,0.5113,0.941
41.301000,-0.7171,-0.3245,0.5152,0.941
41.303000,-0.7159,-0.3233,0.5162,0.940
41.306000,-0.7154,-0.3201,0.5198,0.940
41.326000,-0.7166,-0.3191,0.5232,0.943
41.327000,-0.7171,-0.3199,0.5247,0.944
41.328000,-0.7171,-0.3203,0.5274,0.946
41.329000,-0.7174,-0.3228,0.5301,0.949
41.330000,-0.7193,-0.3257,0.5306,0.951
41.331000,-0.7210,-0.3274,0.5294,0.953
41.343000,-0.7261,-0.3316,0.5267,0.956
41.344000,-0.7310,-0.3348,0.5230,0.959
41.344000,-0.7340,-0.3374,0.5174,0.959
41.346000,-0.7386,-0.3418,0.5132,0.962
41.346000,-0.7432,-0.3470,0.5084,0.965
41.347000,-0.7447,-0.3501,0.5030,0.964
41.347000,-0.7471,-0.3555,0.4998,0.967
41.347000,-0.7511,-0.3626,0.4964,0.971
41.348000,-0.7513,-0.3694,0.4935,0.972
41.348000,-0.7540,-0.3758,0.4925,0.976
41.349000,-0.7559,-0.3841,0.4939,0.981
41.349000,-0.7554,-0.3926,0.4949,0.985
41.351000,-0.7586,-0.3995,0.4961,0.991
41.353000,-0.7633,-0.4051,0.4966,0.997
41.355000,-0.7679,-0.4119,0.4976,1.003
41.357000,-0.7703,-0.4156,0.4988,1.007
41.360000,-0.7725,-0.4200,0.5022,1.013
41.363000,-0.7772,-0.4270,0.5032,1.020
41.364000,-0.7808,-0.4327,0.5062,1.026
41.366000,-0.7862,-0.4380,0.5074,1.033
41.369000,-0.7901,-0.4407,0.5074,1.037
41.371000,-0.7952,-0.4424,0.5115,1.044
41.374000,-0.7977,-0.4454,0.5147,1.049
41.376000,-0.8004,-0.4476,0.5184,1.053
41.378000,-0.8072,-0.4519,0.5237,1.063
41.381000,-0.8150,-0.4537,0.5311,1.073
41.383000,-0.8216,-0.4578,0.5369,1.083
41.386000,-0.8270,-0.4595,0.5445,1.092
41.388000,-0.8316,-0.4617,0.5508,1.099
41.390000,-0.8360,-0.4610,0.5562,1.105
41.401000,-0.8380,-0.4605,0.5613,1.109
41.402000,-0.8424,-0.4610,0.5687,1.116
41.402000,-0.8458,-0.4595,0.5743,1.121
